replica	lenguaje	tamanio	tipo dato	datos				
3	JAVA	1200	float	8,005544444				
3	JAVA	1200	float	4,011903472				
3	JAVA	1200	double	0,874186111				
3	JAVA	1200	double	11,20139167				
3	JAVA	1200	double	5,723972917				
3	JAVA	1300	int32	0,437243195				
3	JAVA	1300	int32	8,198872781				
3	JAVA	1300	int32	4,093268639				
3	JAVA	1300	int64	0,522072781				
3	JAVA	1300	int64	11,49641302				
3	JAVA	1300	int64	5,814912426				
3	JAVA	1300	float	0,905608876				
3	JAVA	1300	float	8,272885207				
3	JAVA	1300	float	4,157602367				
3	JAVA	1300	double	0,899346154				
3	JAVA	1300	double	11,75887278				
3	JAVA	1300	double	5,970338462				
3	JAVA	1400	int32	0,433954592				
3	JAVA	1400	int32	9,189138265				
3	JAVA	1400	int32	4,644722449				
3	JAVA	1400	int64	0,555534184				
3	JAVA	1400	int64	11,89922755				
3	JAVA	1400	int64	6,083875				
3	JAVA	1400	float	0,889509184				
3	JAVA	1400	float	9,129084694				
3	JAVA	1400	float	4,552761224				
3	JAVA	1400	double	0,890490816				
3	JAVA	1400	double	11,81692041				
3	JAVA	1400	double	6,162745918				
3	JAVA	1500	int32	0,441312				
3	JAVA	1500	int32	9,871212				
3	JAVA	1500	int32	5,137944889				
3	JAVA	1500	int64	0,506596444				
3	JAVA	1500	int64	12,55557289				
3	JAVA	1500	int64	6,296388444				
3	JAVA	1500	float	0,880057778				
3	JAVA	1500	float	9,873920444				
3	JAVA	1500	float	4,826632444				
3	JAVA	1500	double	0,897304889				
3	JAVA	1500	double	12,313536				
3	JAVA	1500	double	6,390038667				
3	JAVA	1600	int32	0,428587891				
3	JAVA	1600	int32	10,04006055				
3	JAVA	1600	int32	4,923563281				
3	JAVA	1600	int64	0,500499609				
3	JAVA	1600	int64	12,88382578				
3	JAVA	1600	int64	6,664976563				
3	JAVA	1600	float	0,881856641				
3	JAVA	1600	float	9,903253125				
3	JAVA	1600	float	4,928574609				
3	JAVA	1600	double	0,890626172				
3	JAVA	1600	double	12,94646641				
3	JAVA	1600	double	6,632778906				
3	JAVA	1700	int32	0,552216609				
3	JAVA	1700	int32	10,27038581				
3	JAVA	1700	int32	5,088471972				
3	JAVA	1700	int64	0,564423875				
3	JAVA	1700	int64	12,18028304				
3	JAVA	1700	int64	5,998697232				
3	JAVA	1700	float	0,900015571				
3	JAVA	1700	float	10,43795986				
3	JAVA	1700	float	5,071825606				
3	JAVA	1700	double	0,876821453				
3	JAVA	1700	double	13,15787093				
3	JAVA	1700	double	6,753667128				
3	JAVA	1800	int32	0,410403704				
3	JAVA	1800	int32	11,16434599				
3	JAVA	1800	int32	5,515900617				
3	JAVA	1800	int64	0,502165432				
3	JAVA	1800	int64	13,76317315				
3	JAVA	1800	int64	7,197209568				
3	JAVA	1800	float	0,880299074				
3	JAVA	1800	float	10,99923426				
3	JAVA	1800	float	5,399391667				
3	JAVA	1800	double	0,883466667				
3	JAVA	1800	double	13,93501605				
3	JAVA	1800	double	7,066842593				
4	JAVA	200	int32	0,328725				
4	JAVA	200	int32	0,593325				
4	JAVA	200	int32	0,4891				
4	JAVA	200	int64	0,32875				
4	JAVA	200	int64	0,825875				
4	JAVA	200	int64	1,53145				
4	JAVA	200	float	0,8499				
4	JAVA	200	float	0,833875				
4	JAVA	200	float	0,481075				
4	JAVA	200	double	0,841875				
4	JAVA	200	double	0,857925				
4	JAVA	200	double	0,761725				
4	JAVA	300	int32	0,3029				
4	JAVA	300	int32	1,147466667				
4	JAVA	300	int32	0,816055556				
4	JAVA	300	int64	0,334977778				
4	JAVA	300	int64	1,129644444				
4	JAVA	300	int64	0,933655556				
4	JAVA	300	float	1,186666667				
4	JAVA	300	float	1,140333333				
4	JAVA	300	float	0,826755556				
4	JAVA	300	double	0,833866667				
4	JAVA	300	double	1,133211111				
4	JAVA	300	double	0,955033333				
4	JAVA	400	int32	0,3628125				
4	JAVA	400	int32	1,34903125				
4	JAVA	400	int32	0,9080375				
4	JAVA	400	int64	0,4069125				
4	JAVA	400	int64	1,4252				
4	JAVA	400	int64	0,9401125				
4	JAVA	400	float	1,05838125				
4	JAVA	400	float	1,3510375				
4	JAVA	400	float	0,91205				
4	JAVA	400	double	0,83788125				
4	JAVA	400	double	1,41718125				
4	JAVA	400	double	0,94813125				
4	JAVA	500	int32	0,59782				
4	JAVA	500	int32	1,411172				
4	JAVA	500	int32	0,928808				
4	JAVA	500	int64	0,52598				
4	JAVA	500	int64	1,74472				
4	JAVA	500	int64	0,969856				
4	JAVA	500	float	0,87236				
4	JAVA	500	float	1,543308				
4	JAVA	500	float	0,941636				
4	JAVA	500	double	0,859532				
4	JAVA	500	double	1,789624				
4	JAVA	500	double	1,103276				
4	JAVA	600	int32	0,439208333				
4	JAVA	600	int32	1,572422222				
4	JAVA	600	int32	0,926527778				
4	JAVA	600	int64	0,734983333				
4	JAVA	600	int64	1,908286111				
4	JAVA	600	int64	1,055705556				
4	JAVA	600	float	0,856144444				
4	JAVA	600	float	1,522533333				
4	JAVA	600	float	1,003144444				
4	JAVA	600	double	0,875744444				
4	JAVA	600	double	2,008958333				
4	JAVA	600	double	0,991563889				
4	JAVA	700	int32	0,450973469				
4	JAVA	700	int32	1,936759184				
4	JAVA	700	int32	1,144122449				
4	JAVA	700	int64	0,787402041				
4	JAVA	700	int64	2,067012245				
4	JAVA	700	int64	1,259320408				
4	JAVA	700	float	0,863328571				
4	JAVA	700	float	1,741710204				
4	JAVA	700	float	1,038087755				
4	JAVA	700	double	0,877728571				
4	JAVA	700	double	2,091230612				
4	JAVA	700	double	1,2855				
4	JAVA	800	int32	0,457028125				
4	JAVA	800	int32	1,605607813				
4	JAVA	800	int32	0,916559375				
4	JAVA	800	int64	0,789273438				
4	JAVA	800	int64	6,535184375				
4	JAVA	800	int64	3,460776563				
4	JAVA	800	float	0,911046875				
4	JAVA	800	float	1,68328125				
4	JAVA	800	float	0,922071875				
4	JAVA	800	double	0,920067188				
4	JAVA	800	double	6,542701563				
4	JAVA	800	double	3,500867188				
4	JAVA	900	int32	0,450592593				
4	JAVA	900	int32	1,590537037				
4	JAVA	900	int32	0,980375309				
4	JAVA	900	int64	0,704792593				
4	JAVA	900	int64	8,170458025				
4	JAVA	900	int64	4,292904938				
4	JAVA	900	float	0,907520988				
4	JAVA	900	float	1,614690123				
4	JAVA	900	float	1,085698765				
4	JAVA	900	double	0,911083951				
4	JAVA	900	double	8,65114321				
4	JAVA	900	double	4,466332099				
4	JAVA	1000	int32	0,449329				
4	JAVA	1000	int32	1,7088				
4	JAVA	1000	int32	1,017006				
4	JAVA	1000	int64	0,633744				
4	JAVA	1000	int64	9,996542				
4	JAVA	1000	int64	5,16232				
4	JAVA	1000	float	0,88551				
4	JAVA	1000	float	1,69533				
4	JAVA	1000	float	1,181214				
4	JAVA	1000	double	0,904753				
4	JAVA	1000	double	9,935927				
4	JAVA	1000	double	5,073801				
4	JAVA	1100	int32	0,497780165				
4	JAVA	1100	int32	7,282214876				
4	JAVA	1100	int32	3,594986777				
4	JAVA	1100	int64	0,569610744				
4	JAVA	1100	int64	10,9235876				
4	JAVA	1100	int64	5,737984298				
4	JAVA	1100	float	0,878933884				
4	JAVA	1100	float	7,193685124				
4	JAVA	1100	float	3,582529752				
4	JAVA	1100	double	0,897222314				
4	JAVA	1100	double	10,87720165				
4	JAVA	1100	double	5,460468595				
4	JAVA	1200	int32	0,449677083				
4	JAVA	1200	int32	8,040734722				
4	JAVA	1200	int32	4,038407639				
4	JAVA	1200	int64	0,542775				
4	JAVA	1200	int64	11,26999097				
4	JAVA	1200	int64	5,686778472				
4	JAVA	1200	float	0,907595139				
4	JAVA	1200	float	7,983494444				
4	JAVA	1200	float	4,005890278				
4	JAVA	1200	double	0,882872917				
4	JAVA	1200	double	11,34348889				
4	JAVA	1200	double	5,777203472				
4	JAVA	1300	int32	0,434016568				
4	JAVA	1300	int32	8,269279882				
4	JAVA	1300	int32	4,12059645				
4	JAVA	1300	int64	0,514101775				
4	JAVA	1300	int64	11,29050592				
4	JAVA	1300	int64	5,795934911				
4	JAVA	1300	float	0,888339053				
4	JAVA	1300	float	8,514659172				
4	JAVA	1300	float	4,13653787				
4	JAVA	1300	double	0,868033136				
4	JAVA	1300	double	11,64994083				
4	JAVA	1300	double	5,846225444				
4	JAVA	1400	int32	0,441481633				
4	JAVA	1400	int32	9,017486735				
4	JAVA	1400	int32	4,534270408				
4	JAVA	1400	int64	0,510698469				
4	JAVA	1400	int64	11,95093571				
4	JAVA	1400	int64	6,090911224				
4	JAVA	1400	float	0,856455102				
4	JAVA	1400	float	9,108794388				
4	JAVA	1400	float	4,564378571				
4	JAVA	1400	double	0,901617857				
4	JAVA	1400	double	11,92344541				
4	JAVA	1400	double	6,170109184				
4	JAVA	1500	int32	0,535389333				
4	JAVA	1500	int32	9,381720889				
4	JAVA	1500	int32	4,629780889				
4	JAVA	1500	int64	0,549073778				
4	JAVA	1500	int64	10,66973511				
4	JAVA	1500	int64	5,399083111				
4	JAVA	1500	float	0,887897333				
4	JAVA	1500	float	9,690468444				
4	JAVA	1500	float	4,859416889				
4	JAVA	1500	double	0,895167111				
4	JAVA	1500	double	12,24682578				
4	JAVA	1500	double	6,244787556				
4	JAVA	1600	int32	0,422198828				
4	JAVA	1600	int32	9,947101563				
4	JAVA	1600	int32	4,917048828				
4	JAVA	1600	int64	0,521171094				
4	JAVA	1600	int64	12,79449961				
4	JAVA	1600	int64	6,585046875				
4	JAVA	1600	float	0,873087109				
4	JAVA	1600	float	9,955996484				
4	JAVA	1600	float	4,977434375				
4	JAVA	1600	double	0,886116016				
4	JAVA	1600	double	12,66583555				
4	JAVA	1600	double	6,50561875				
4	JAVA	1700	int32	0,417269896				
4	JAVA	1700	int32	10,46670277				
4	JAVA	1700	int32	5,132418685				
4	JAVA	1700	int64	0,509046713				
4	JAVA	1700	int64	13,12768512				
4	JAVA	1700	int64	6,781522145				
4	JAVA	1700	float	0,876488581				
4	JAVA	1700	float	10,19980519				
4	JAVA	1700	float	5,060395156				
4	JAVA	1700	double	0,911668166				
4	JAVA	1700	double	13,09761107				
4	JAVA	1700	double	6,870857785				
4	JAVA	1800	int32	0,40812716				
4	JAVA	1800	int32	10,88500216				
4	JAVA	1800	int32	5,399095062				
4	JAVA	1800	int64	0,501076543				
4	JAVA	1800	int64	13,87987994				
4	JAVA	1800	int64	7,286100617				
4	JAVA	1800	float	0,872875				
4	JAVA	1800	float	11,04605525				
4	JAVA	1800	float	5,382366049				
4	JAVA	1800	double	0,865252778				
4	JAVA	1800	double	13,75307654				
4	JAVA	1800	double	7,087926852				
